team1,team1score,team2,team2score,Week,Year
Minnesota Vikings,28, Green Bay Packers,27,10,2008
New England Patriots,20, Buffalo Bills,10,10,2008
New York Giants,36, Philadelphia Eagles,31,10,2008
New York Jets,47, St. Louis Rams,3,10,2008
San Diego Chargers,20, Kansas City Chiefs,19,10,2008
Tennessee Titans,21, Chicago Bears,14,10,2008
Arizona Cardinals,26, Seattle Seahawks,20,11,2008
Carolina Panthers,31, Detroit Lions,22,11,2008
Cincinnati Bengals,13, Philadelphia Eagles,13,11,2008
Cleveland Browns,29, Buffalo Bills,27,11,2008
Dallas Cowboys,14, Washington Redskins,10,11,2008
Denver Broncos,24, Atlanta Falcons,20,11,2008
Green Bay Packers,37, Chicago Bears,3,11,2008
Indianapolis Colts,33, Houston Texans,27,11,2008
Miami Dolphins,17, Oakland Raiders,15,11,2008
New Orleans Saints,30, Kansas City Chiefs,20,11,2008
New York Giants,30, Baltimore Ravens,10,11,2008
New York Jets,34, New England Patriots,31,11,2008
Pittsburgh Steelers,11, San Diego Chargers,10,11,2008
San Francisco 49ers,35, St. Louis Rams,16,11,2008
Tampa Bay Buccaneers,19, Minnesota Vikings,13,11,2008
Tennessee Titans,24, Jacksonville Jaguars,14,11,2008
Atlanta Falcons,45, Carolina Panthers,28,12,2008
Baltimore Ravens,36, Philadelphia Eagles,7,12,2008
Buffalo Bills,54, Kansas City Chiefs,31,12,2008
Chicago Bears,27, St. Louis Rams,3,12,2008
Dallas Cowboys,35, San Francisco 49ers,22,12,2008
Houston Texans,16, Cleveland Browns,6,12,2008
Indianapolis Colts,23, San Diego Chargers,20,12,2008
Minnesota Vikings,30, Jacksonville Jaguars,12,12,2008
New England Patriots,48, Miami Dolphins,28,12,2008
New Orleans Saints,51, Green Bay Packers,29,12,2008
New York Giants,37, Arizona Cardinals,29,12,2008
New York Jets,34, Tennessee Titans,13,12,2008
Oakland Raiders,31, Denver Broncos,10,12,2008
Pittsburgh Steelers,27, Cincinnati Bengals,10,12,2008
Tampa Bay Buccaneers,38, Detroit Lions,20,12,2008
Washington Redskins,20, Seattle Seahawks,17,12,2008
Atlanta Falcons,22, San Diego Chargers,16,13,2008
Baltimore Ravens,34, Cincinnati Bengals,3,13,2008
Carolina Panthers,35, Green Bay Packers,31,13,2008
Dallas Cowboys,34, Seattle Seahawks,9,13,2008
Denver Broncos,34, New York Jets,17,13,2008
Houston Texans,30, Jacksonville Jaguars,17,13,2008
Indianapolis Colts,10, Cleveland Browns,6,13,2008
Kansas City Chiefs,20, Oakland Raiders,13,13,2008
Miami Dolphins,16, St. Louis Rams,12,13,2008
Minnesota Vikings,34, Chicago Bears,14,13,2008
New York Giants,23, Washington Redskins,7,13,2008
Philadelphia Eagles,48, Arizona Cardinals,20,13,2008
Pittsburgh Steelers,33, New England Patriots,10,13,2008
San Francisco 49ers,10, Buffalo Bills,3,13,2008
Tampa Bay Buccaneers,23, New Orleans Saints,20,13,2008
Tennessee Titans,47, Detroit Lions,10,13,2008
Arizona Cardinals,34, St. Louis Rams,10,14,2008
Baltimore Ravens,24, Washington Redskins,10,14,2008
Carolina Panthers,38, Tampa Bay Buccaneers,23,14,2008
Chicago Bears,23, Jacksonville Jaguars,10,14,2008
Denver Broncos,24, Kansas City Chiefs,17,14,2008
Houston Texans,24, Green Bay Packers,21,14,2008
Indianapolis Colts,35, Cincinnati Bengals,3,14,2008
Miami Dolphins,16, Buffalo Bills,3,14,2008
Minnesota Vikings,20, Detroit Lions,16,14,2008
New England Patriots,24, Seattle Seahawks,21,14,2008
New Orleans Saints,29, Atlanta Falcons,25,14,2008
Philadelphia Eagles,20, New York Giants,14,14,2008
Pittsburgh Steelers,20, Dallas Cowboys,13,14,2008
San Diego Chargers,34, Oakland Raiders,7,14,2008
San Francisco 49ers,24, New York Jets,14,14,2008
Tennessee Titans,28, Cleveland Browns,9,14,2008
Atlanta Falcons,13, Tampa Bay Buccaneers,10,15,2008
Carolina Panthers,30, Denver Broncos,10,15,2008
Chicago Bears,27, New Orleans Saints,24,15,2008
Cincinnati Bengals,20, Washington Redskins,13,15,2008
Dallas Cowboys,20, New York Giants,8,15,2008
Houston Texans,13, Tennessee Titans,12,15,2008
Indianapolis Colts,31, Detroit Lions,21,15,2008
Jacksonville Jaguars,20, Green Bay Packers,16,15,2008
Miami Dolphins,14, San Francisco 49ers,9,15,2008
Minnesota Vikings,35, Arizona Cardinals,14,15,2008
New England Patriots,49, Oakland Raiders,26,15,2008
New York Jets,31, Buffalo Bills,27,15,2008
Philadelphia Eagles,30, Cleveland Browns,10,15,2008
Pittsburgh Steelers,13, Baltimore Ravens,9,15,2008
San Diego Chargers,22, Kansas City Chiefs,21,15,2008
Seattle Seahawks,23, St. Louis Rams,20,15,2008
Atlanta Falcons,24, Minnesota Vikings,17,16,2008
Baltimore Ravens,33, Dallas Cowboys,24,16,2008
Buffalo Bills,30, Denver Broncos,23,16,2008
Chicago Bears,20, Green Bay Packers,17,16,2008
Cincinnati Bengals,14, Cleveland Browns,0,16,2008
Indianapolis Colts,31, Jacksonville Jaguars,24,16,2008
Miami Dolphins,38, Kansas City Chiefs,31,16,2008
New England Patriots,47, Arizona Cardinals,7,16,2008
New Orleans Saints,42, Detroit Lions,7,16,2008
New York Giants,34, Carolina Panthers,28,16,2008
Oakland Raiders,27, Houston Texans,16,16,2008
San Diego Chargers,41, Tampa Bay Buccaneers,24,16,2008
San Francisco 49ers,17, St. Louis Rams,16,16,2008
Seattle Seahawks,13, New York Jets,3,16,2008
Tennessee Titans,31, Pittsburgh Steelers,14,16,2008
Washington Redskins,10, Philadelphia Eagles,3,16,2008
Arizona Cardinals,34, Seattle Seahawks,21,17,2008
Atlanta Falcons,31, St. Louis Rams,27,17,2008
Baltimore Ravens,27, Jacksonville Jaguars,7,17,2008
Carolina Panthers,33, New Orleans Saints,31,17,2008
Cincinnati Bengals,16, Kansas City Chiefs,6,17,2008
Green Bay Packers,31, Detroit Lions,21,17,2008
Houston Texans,31, Chicago Bears,24,17,2008
Indianapolis Colts,23, Tennessee Titans,0,17,2008
Miami Dolphins,24, New York Jets,17,17,2008
Minnesota Vikings,20, New York Giants,19,17,2008
New England Patriots,13, Buffalo Bills,0,17,2008
Oakland Raiders,31, Tampa Bay Buccaneers,24,17,2008
Philadelphia Eagles,44, Dallas Cowboys,6,17,2008
Pittsburgh Steelers,31, Cleveland Browns,0,17,2008
San Diego Chargers,52, Denver Broncos,21,17,2008
San Francisco 49ers,27, Washington Redskins,24,17,2008
Arizona Cardinals,30, Atlanta Falcons,24,wc,2008
Baltimore Ravens,27, Miami Dolphins,9,wc,2008
Philadelphia Eagles,26, Minnesota Vikings,14,wc,2008
San Diego Chargers,23, Indianapolis Colts,17,wc,2008
Arizona Cardinals,33, Carolina Panthers,13,div,2008
Baltimore Ravens,13, Tennessee Titans,10,div,2008
Philadelphia Eagles,23, New York Giants,11,div,2008
Pittsburgh Steelers,35, San Diego Chargers,24,div,2008
Arizona Cardinals,32, Philadelphia Eagles,25,conf,2008
Pittsburgh Steelers,23, Baltimore Ravens,14,conf,2008
Pittsburgh Steelers,27, Arizona Cardinals,23,sb,2008
Atlanta Falcons,19, Miami Dolphins,7,01,2009
Baltimore Ravens,38, Kansas City Chiefs,24,01,2009
Dallas Cowboys,34, Tampa Bay Buccaneers,21,01,2009
Denver Broncos,12, Cincinnati Bengals,7,01,2009
Green Bay Packers,21, Chicago Bears,15,01,2009
Indianapolis Colts,14, Jacksonville Jaguars,12,01,2009
Minnesota Vikings,34, Cleveland Browns,20,01,2009
New England Patriots,25, Buffalo Bills,24,01,2009
New Orleans Saints,45, Detroit Lions,27,01,2009
New York Giants,23, Washington Redskins,17,01,2009
New York Jets,24, Houston Texans,7,01,2009
Philadelphia Eagles,38, Carolina Panthers,10,01,2009
Pittsburgh Steelers,13, Tennessee Titans,10,01,2009
San Diego Chargers,24, Oakland Raiders,20,01,2009
San Francisco 49ers,20, Arizona Cardinals,16,01,2009
Seattle Seahawks,28, St. Louis Rams,0,01,2009
Arizona Cardinals,31, Jacksonville Jaguars,17,02,2009
Atlanta Falcons,28, Carolina Panthers,20,02,2009
Baltimore Ravens,31, San Diego Chargers,26,02,2009
Buffalo Bills,33, Tampa Bay Buccaneers,20,02,2009
Chicago Bears,17, Pittsburgh Steelers,14,02,2009
Cincinnati Bengals,31, Green Bay Packers,24,02,2009
Denver Broncos,27, Cleveland Browns,6,02,2009
Houston Texans,34, Tennessee Titans,31,02,2009
Indianapolis Colts,27, Miami Dolphins,23,02,2009
Minnesota Vikings,27, Detroit Lions,13,02,2009
New Orleans Saints,48, Philadelphia Eagles,22,02,2009
New York Giants,33, Dallas Cowboys,31,02,2009
New York Jets,16, New England Patriots,9,02,2009
Oakland Raiders,13, Kansas City Chiefs,10,02,2009
San Francisco 49ers,23, Seattle Seahawks,10,02,2009
Washington Redskins,9, St. Louis Rams,7,02,2009
Baltimore Ravens,34, Cleveland Browns,3,03,2009
Chicago Bears,25, Seattle Seahawks,19,03,2009
Cincinnati Bengals,23, Pittsburgh Steelers,20,03,2009
Dallas Cowboys,21, Carolina Panthers,7,03,2009
Denver Broncos,23, Oakland Raiders,3,03,2009
Detroit Lions,19, Washington Redskins,14,03,2009
Green Bay Packers,36, St. Louis Rams,17,03,2009
Indianapolis Colts,31, Arizona Cardinals,10,03,2009
Jacksonville Jaguars,31, Houston Texans,24,03,2009
Minnesota Vikings,27, San Francisco 49ers,24,03,2009
New England Patriots,26, Atlanta Falcons,10,03,2009
New Orleans Saints,27, Buffalo Bills,7,03,2009
New York Giants,24, Tampa Bay Buccaneers,0,03,2009
New York Jets,24, Tennessee Titans,17,03,2009
Philadelphia Eagles,34, Kansas City Chiefs,14,03,2009
San Diego Chargers,23, Miami Dolphins,13,03,2009
Chicago Bears,48, Detroit Lions,24,04,2009
Cincinnati Bengals,23, Cleveland Browns,20,04,2009
Denver Broncos,17, Dallas Cowboys,10,04,2009
Houston Texans,29, Oakland Raiders,6,04,2009
Indianapolis Colts,34, Seattle Seahawks,17,04,2009
Jacksonville Jaguars,37, Tennessee Titans,17,04,2009
Miami Dolphins,38, Buffalo Bills,10,04,2009
Minnesota Vikings,30, Green Bay Packers,23,04,2009
New England Patriots,27, Baltimore Ravens,21,04,2009
New Orleans Saints,24, New York Jets,10,04,2009
New York Giants,27, Kansas City Chiefs,16,04,2009
Pittsburgh Steelers,38, San Diego Chargers,28,04,2009
San Francisco 49ers,35, St. Louis Rams,0,04,2009
Washington Redskins,16, Tampa Bay Buccaneers,13,04,2009
Arizona Cardinals,28, Houston Texans,21,05,2009
Atlanta Falcons,45, San Francisco 49ers,10,05,2009
Carolina Panthers,20, Washington Redskins,17,05,2009
Cincinnati Bengals,17, Baltimore Ravens,14,05,2009
Cleveland Browns,6, Buffalo Bills,3,05,2009
Dallas Cowboys,26, Kansas City Chiefs,20,05,2009
Denver Broncos,20, New England Patriots,17,05,2009
Indianapolis Colts,31, Tennessee Titans,9,05,2009
Miami Dolphins,31, New York Jets,27,05,2009
Minnesota Vikings,38, St. Louis Rams,10,05,2009
New York Giants,44, Oakland Raiders,7,05,2009
Philadelphia Eagles,33, Tampa Bay Buccaneers,14,05,2009
Pittsburgh Steelers,28, Detroit Lions,20,05,2009
Seattle Seahawks,41, Jacksonville Jaguars,0,05,2009
Arizona Cardinals,27, Seattle Seahawks,3,06,2009
Atlanta Falcons,21, Chicago Bears,14,06,2009
Buffalo Bills,16, New York Jets,13,06,2009
Carolina Panthers,28, Tampa Bay Buccaneers,21,06,2009
Denver Broncos,34, San Diego Chargers,23,06,2009
Green Bay Packers,26, Detroit Lions,0,06,2009
Houston Texans,28, Cincinnati Bengals,17,06,2009
Jacksonville Jaguars,23, St. Louis Rams,20,06,2009
Kansas City Chiefs,14, Washington Redskins,6,06,2009
Minnesota Vikings,33, Baltimore Ravens,31,06,2009
New England Patriots,59, Tennessee Titans,0,06,2009
New Orleans Saints,48, New York Giants,27,06,2009
Oakland Raiders,13, Philadelphia Eagles,9,06,2009
Pittsburgh Steelers,27, Cleveland Browns,14,06,2009
Arizona Cardinals,24, New York Giants,17,07,2009
Buffalo Bills,20, Carolina Panthers,9,07,2009
Cincinnati Bengals,45, Chicago Bears,10,07,2009
Dallas Cowboys,37, Atlanta Falcons,21,07,2009
Green Bay Packers,31, Cleveland Browns,3,07,2009
Houston Texans,24, San Francisco 49ers,21,07,2009
Indianapolis Colts,42, St. Louis Rams,6,07,2009
New England Patriots,35, Tampa Bay Buccaneers,7,07,2009
New Orleans Saints,46, Miami Dolphins,34,07,2009
New York Jets,38, Oakland Raiders,0,07,2009
Philadelphia Eagles,27, Washington Redskins,17,07,2009
Pittsburgh Steelers,27, Minnesota Vikings,17,07,2009
San Diego Chargers,37, Kansas City Chiefs,7,07,2009
Baltimore Ravens,30, Denver Broncos,7,08,2009
Carolina Panthers,34, Arizona Cardinals,21,08,2009
Chicago Bears,30, Cleveland Browns,6,08,2009
Dallas Cowboys,38, Seattle Seahawks,17,08,2009
Houston Texans,31, Buffalo Bills,10,08,2009
Indianapolis Colts,18, San Francisco 49ers,14,08,2009
Miami Dolphins,30, New York Jets,25,08,2009
Minnesota Vikings,38, Green Bay Packers,26,08,2009
New Orleans Saints,35, Atlanta Falcons,27,08,2009
Philadelphia Eagles,40, New York Giants,17,08,2009
San Diego Chargers,24, Oakland Raiders,16,08,2009
St. Louis Rams,17, Detroit Lions,10,08,2009
Tennessee Titans,30, Jacksonville Jaguars,13,08,2009
Arizona Cardinals,41, Chicago Bears,21,09,2009
Atlanta Falcons,31, Washington Redskins,17,09,2009
Cincinnati Bengals,17, Baltimore Ravens,7,09,2009
Dallas Cowboys,20, Philadelphia Eagles,16,09,2009
Indianapolis Colts,20, Houston Texans,17,09,2009
Jacksonville Jaguars,24, Kansas City Chiefs,21,09,2009
New England Patriots,27, Miami Dolphins,17,09,2009
New Orleans Saints,30, Carolina Panthers,20,09,2009
Pittsburgh Steelers,28, Denver Broncos,10,09,2009
San Diego Chargers,21, New York Giants,20,09,2009
Seattle Seahawks,32, Detroit Lions,20,09,2009
Tampa Bay Buccaneers,38, Green Bay Packers,28,09,2009
Tennessee Titans,34, San Francisco 49ers,27,09,2009
Arizona Cardinals,31, Seattle Seahawks,20,10,2009
Baltimore Ravens,16, Cleveland Browns,0,10,2009
Carolina Panthers,28, Atlanta Falcons,19,10,2009
Cincinnati Bengals,18, Pittsburgh Steelers,12,10,2009
Green Bay Packers,17, Dallas Cowboys,7,10,2009
Indianapolis Colts,35, New England Patriots,34,10,2009
Jacksonville Jaguars,24, New York Jets,22,10,2009
Kansas City Chiefs,16, Oakland Raiders,10,10,2009
Miami Dolphins,25, Tampa Bay Buccaneers,23,10,2009
Minnesota Vikings,27, Detroit Lions,10,10,2009
New Orleans Saints,28, St. Louis Rams,23,10,2009
San Diego Chargers,31, Philadelphia Eagles,23,10,2009
San Francisco 49ers,10, Chicago Bears,6,10,2009
Tennessee Titans,41, Buffalo Bills,17,10,2009
Washington Redskins,27, Denver Broncos,17,10,2009
Arizona Cardinals,21, St. Louis Rams,13,11,2009
Dallas Cowboys,7, Washington Redskins,6,11,2009
Detroit Lions,38, Cleveland Browns,37,11,2009
Green Bay Packers,30, San Francisco 49ers,24,11,2009
Indianapolis Colts,17, Baltimore Ravens,15,11,2009
Jacksonville Jaguars,18, Buffalo Bills,15,11,2009
Kansas City Chiefs,27, Pittsburgh Steelers,24,11,2009
Miami Dolphins,24, Carolina Panthers,17,11,2009
Minnesota Vikings,35, Seattle Seahawks,9,11,2009
New England Patriots,31, New York Jets,14,11,2009
New Orleans Saints,38, Tampa Bay Buccaneers,7,11,2009
New York Giants,34, Atlanta Falcons,31,11,2009
Oakland Raiders,20, Cincinnati Bengals,17,11,2009
Philadelphia Eagles,24, Chicago Bears,20,11,2009
San Diego Chargers,32, Denver Broncos,3,11,2009
Tennessee Titans,20, Houston Texans,17,11,2009
Atlanta Falcons,20, Tampa Bay Buccaneers,17,12,2009
Baltimore Ravens,20, Pittsburgh Steelers,17,12,2009
Buffalo Bills,31, Miami Dolphins,14,12,2009
Cincinnati Bengals,16, Cleveland Browns,7,12,2009
Dallas Cowboys,24, Oakland Raiders,7,12,2009
Denver Broncos,26, New York Giants,6,12,2009
Green Bay Packers,34, Detroit Lions,12,12,2009
Indianapolis Colts,35, Houston Texans,27,12,2009
Minnesota Vikings,36, Chicago Bears,10,12,2009
New Orleans Saints,38, New England Patriots,17,12,2009
New York Jets,17, Carolina Panthers,6,12,2009
Philadelphia Eagles,27, Washington Redskins,24,12,2009
San Diego Chargers,43, Kansas City Chiefs,14,12,2009
San Francisco 49ers,20, Jacksonville Jaguars,3,12,2009
Seattle Seahawks,27, St. Louis Rams,17,12,2009
Tennessee Titans,20, Arizona Cardinals,17,12,2009
Arizona Cardinals,30, Minnesota Vikings,17,13,2009
Carolina Panthers,16, Tampa Bay Buccaneers,6,13,2009
Chicago Bears,17, St. Louis Rams,9,13,2009
Cincinnati Bengals,23, Detroit Lions,13,13,2009
Denver Broncos,44, Kansas City Chiefs,13,13,2009
Green Bay Packers,27, Baltimore Ravens,14,13,2009
Indianapolis Colts,27, Tennessee Titans,17,13,2009
Jacksonville Jaguars,23, Houston Texans,18,13,2009
Miami Dolphins,22, New England Patriots,21,13,2009
New Orleans Saints,33, Washington Redskins,30,13,2009
New York Giants,31, Dallas Cowboys,24,13,2009
New York Jets,19, Buffalo Bills,13,13,2009
Oakland Raiders,27, Pittsburgh Steelers,24,13,2009
Philadelphia Eagles,34, Atlanta Falcons,7,13,2009
San Diego Chargers,30, Cleveland Browns,23,13,2009
Seattle Seahawks,20, San Francisco 49ers,17,13,2009
Baltimore Ravens,48, Detroit Lions,3,14,2009
Buffalo Bills,16, Kansas City Chiefs,10,14,2009
Cleveland Browns,13, Pittsburgh Steelers,6,14,2009
Green Bay Packers,21, Chicago Bears,14,14,2009
Houston Texans,34, Seattle Seahawks,7,14,2009
Indianapolis Colts,28, Denver Broncos,16,14,2009
Miami Dolphins,14, Jacksonville Jaguars,10,14,2009
Minnesota Vikings,30, Cincinnati Bengals,10,14,2009
New England Patriots,20, Carolina Panthers,10,14,2009
New Orleans Saints,26, Atlanta Falcons,23,14,2009
New York Jets,26, Tampa Bay Buccaneers,3,14,2009
Philadelphia Eagles,45, New York Giants,38,14,2009
San Diego Chargers,20, Dallas Cowboys,17,14,2009
San Francisco 49ers,24, Arizona Cardinals,9,14,2009
Tennessee Titans,47, St. Louis Rams,7,14,2009
Washington Redskins,34, Oakland Raiders,13,14,2009
Arizona Cardinals,31, Detroit Lions,24,15,2009
Atlanta Falcons,10, New York Jets,7,15,2009
Baltimore Ravens,31, Chicago Bears,7,15,2009
Carolina Panthers,26, Minnesota Vikings,7,15,2009
Cleveland Browns,41, Kansas City Chiefs,34,15,2009
Dallas Cowboys,24, New Orleans Saints,17,15,2009
Houston Texans,16, St. Louis Rams,13,15,2009
Indianapolis Colts,35, Jacksonville Jaguars,31,15,2009
New England Patriots,17, Buffalo Bills,10,15,2009
New York Giants,45, Washington Redskins,12,15,2009
Oakland Raiders,20, Denver Broncos,19,15,2009
Philadelphia Eagles,27, San Francisco 49ers,13,15,2009
Pittsburgh Steelers,37, Green Bay Packers,36,15,2009
San Diego Chargers,27, Cincinnati Bengals,24,15,2009
Tampa Bay Buccaneers,24, Seattle Seahawks,7,15,2009
Tennessee Titans,27, Miami Dolphins,24,15,2009
Arizona Cardinals,31, St. Louis Rams,10,16,2009
Atlanta Falcons,31, Buffalo Bills,3,16,2009
Carolina Panthers,41, New York Giants,9,16,2009
Chicago Bears,36, Minnesota Vikings,30,16,2009
Cincinnati Bengals,17, Kansas City Chiefs,10,16,2009
Cleveland Browns,23, Oakland Raiders,9,16,2009
Dallas Cowboys,17, Washington Redskins,0,16,2009
Green Bay Packers,48, Seattle Seahawks,10,16,2009
Houston Texans,27, Miami Dolphins,20,16,2009
New England Patriots,35, Jacksonville Jaguars,7,16,2009
New York Jets,29, Indianapolis Colts,15,16,2009
Philadelphia Eagles,30, Denver Broncos,27,16,2009
Pittsburgh Steelers,23, Baltimore Ravens,20,16,2009
San Diego Chargers,42, Tennessee Titans,17,16,2009
San Francisco 49ers,20, Detroit Lions,6,16,2009
Tampa Bay Buccaneers,20, New Orleans Saints,17,16,2009
Atlanta Falcons,20, Tampa Bay Buccaneers,10,17,2009
Baltimore Ravens,21, Oakland Raiders,13,17,2009
Buffalo Bills,30, Indianapolis Colts,7,17,2009
Carolina Panthers,23, New Orleans Saints,10,17,2009
Chicago Bears,37, Detroit Lions,23,17,2009
Cleveland Browns,23, Jacksonville Jaguars,17,17,2009
Dallas Cowboys,24, Philadelphia Eagles,0,17,2009
Green Bay Packers,33, Arizona Cardinals,7,17,2009
Houston Texans,34, New England Patriots,27,17,2009
Kansas City Chiefs,44, Denver Broncos,24,17,2009
Minnesota Vikings,44, New York Giants,7,17,2009
New York Jets,37, Cincinnati Bengals,0,17,2009
Pittsburgh Steelers,30, Miami Dolphins,24,17,2009
San Diego Chargers,23, Washington Redskins,20,17,2009
San Francisco 49ers,28, St. Louis Rams,6,17,2009
Tennessee Titans,17, Seattle Seahawks,13,17,2009
Arizona Cardinals,51, Green Bay Packers,45,wc,2009
Baltimore Ravens,33, New England Patriots,14,wc,2009
Dallas Cowboys,34, Philadelphia Eagles,14,wc,2009
New York Jets,24, Cincinnati Bengals,14,wc,2009
Indianapolis Colts,20, Baltimore Ravens,3,div,2009
Minnesota Vikings,34, Dallas Cowboys,3,div,2009
New Orleans Saints,45, Arizona Cardinals,14,div,2009
New York Jets,17, San Diego Chargers,14,div,2009
Indianapolis Colts,30, New York Jets,17,conf,2009
New Orleans Saints,31, Minnesota Vikings,28,conf,2009
New Orleans Saints,31, Indianapolis Colts,17,sb,2009
Arizona Cardinals,17, St. Louis Rams,13,01,2010
Baltimore Ravens,10, New York Jets,9,01,2010
Chicago Bears,19, Detroit Lions,14,01,2010
Green Bay Packers,27, Philadelphia Eagles,20,01,2010
Houston Texans,34, Indianapolis Colts,24,01,2010
Jacksonville Jaguars,24, Denver Broncos,17,01,2010
